student_id,Accounting_Score,Business_Studies_Score,Economics_Score,Attendance_Percentage,Subject_Average,risk_level
COM0447,35.7,36.0,49.9,63.6,40.52,High Risk
COM0448,63.8,76.2,56.6,98.1,65.55,Low Risk
COM0449,73.5,64.1,56.3,72.1,64.63,Medium Risk
COM0450,47.0,49.7,40.7,79.5,45.81,High Risk
COM0451,100.0,78.8,85.3,94.1,88.05,Low Risk
COM0452,58.8,62.9,50.6,70.9,57.44,Medium Risk
COM0453,52.7,73.1,63.6,83.0,63.16,Medium Risk
COM0454,98.6,92.6,66.5,100.0,85.93,Low Risk
COM0455,78.0,72.4,82.8,95.8,77.75,Low Risk
COM0456,100.0,100.0,100.0,91.7,100.0,Low Risk
COM0457,62.2,41.9,33.6,80.7,45.88,High Risk
COM0458,73.8,52.7,57.3,84.7,61.25,Medium Risk
COM0459,57.9,62.7,35.2,100.0,51.95,Medium Risk
COM0460,99.4,96.0,100.0,86.6,98.48,Low Risk
COM0461,81.5,60.1,94.0,84.0,78.55,Medium Risk
COM0462,58.6,55.9,59.0,72.8,57.8,Medium Risk
COM0463,39.4,56.7,43.4,85.2,46.48,Low Risk
COM0464,89.1,96.4,75.1,80.1,86.9,Low Risk
COM0465,79.3,55.6,58.6,76.4,64.48,Medium Risk
COM0466,88.9,81.8,78.7,82.2,83.14,Low Risk
COM0467,50.9,65.4,76.6,85.7,64.27,Low Risk
COM0468,77.2,61.6,76.4,79.7,71.7,High Risk
COM0469,57.9,61.7,71.9,60.0,63.83,High Risk
COM0470,33.2,42.4,55.2,63.9,43.61,High Risk
COM0471,71.8,56.4,46.2,68.9,58.14,High Risk
COM0472,39.5,70.5,38.8,81.3,49.59,High Risk
COM0473,92.5,92.9,72.4,82.7,85.92,Low Risk
COM0474,88.1,86.0,59.2,82.5,77.76,Medium Risk
COM0475,75.3,88.2,78.5,74.1,80.66,Low Risk
COM0476,74.3,47.8,77.7,84.8,66.62,Medium Risk
COM0477,91.8,61.3,71.4,78.3,74.84,Low Risk
COM0478,96.2,79.9,88.8,68.4,88.33,Low Risk
COM0479,77.7,100.0,50.5,62.0,76.06,Medium Risk
COM0480,100.0,77.5,96.3,73.8,91.28,Low Risk
COM0481,82.8,86.0,60.1,81.6,76.33,Low Risk
COM0482,66.4,66.1,57.4,70.2,63.29,High Risk
COM0483,58.3,71.2,73.2,72.1,67.57,Medium Risk
COM0484,57.7,73.3,76.2,79.8,69.04,Medium Risk
COM0485,49.3,45.7,35.4,82.7,43.47,High Risk
COM0486,51.6,27.7,36.8,80.7,38.73,High Risk
COM0487,57.8,77.6,55.7,100.0,63.74,Medium Risk
COM0488,55.3,67.5,72.6,79.9,65.14,Medium Risk
COM0489,76.7,56.5,53.2,95.0,62.14,Medium Risk
COM0490,39.4,59.9,51.3,84.1,50.21,Medium Risk
COM0491,75.9,77.1,48.9,94.9,67.29,Low Risk
COM0492,70.6,71.0,67.3,84.2,69.62,Low Risk
COM0493,81.7,98.1,71.1,100.0,83.62,Low Risk
COM0494,80.3,74.4,87.5,75.4,80.74,Low Risk
COM0495,79.5,52.1,62.0,66.1,64.53,Low Risk
COM0496,71.6,66.5,74.0,86.7,70.7,Medium Risk
COM0497,69.3,74.4,69.3,68.7,71.02,Low Risk
COM0498,82.0,47.0,57.7,79.0,62.25,Medium Risk
COM0499,58.1,59.6,60.7,70.1,59.45,High Risk
COM0500,52.4,75.7,82.0,97.4,70.01,Low Risk
COM0501,54.8,80.5,70.9,85.5,68.74,Low Risk
COM0502,64.1,76.5,62.1,85.2,67.57,Medium Risk
COM0503,90.2,96.3,68.4,75.1,84.97,Low Risk
COM0504,86.1,42.5,62.3,78.4,63.61,Low Risk
COM0505,100.0,100.0,100.0,100.0,100.0,Low Risk
COM0506,90.3,83.3,64.1,94.1,79.23,Low Risk
COM0507,64.3,80.0,64.9,71.0,69.76,Medium Risk
COM0508,53.2,51.2,76.5,95.2,60.33,Low Risk
COM0509,36.6,35.2,50.7,79.9,40.86,High Risk
COM0510,50.7,78.6,41.6,62.5,56.99,Medium Risk
COM0511,34.2,37.5,73.4,65.7,48.38,High Risk
COM0512,51.2,38.1,52.4,65.6,47.23,High Risk
COM0513,48.3,52.0,50.4,62.6,50.24,High Risk
COM0514,73.8,75.4,89.0,57.9,79.44,High Risk
COM0515,85.7,80.5,63.2,70.0,76.46,Medium Risk
COM0516,42.9,60.0,63.8,75.1,55.58,Medium Risk
COM0517,64.9,53.8,59.7,62.0,59.44,High Risk
COM0518,42.1,31.6,15.0,56.4,29.57,High Risk
COM0519,63.3,72.1,94.4,52.9,76.57,High Risk
COM0520,100.0,59.9,62.0,90.5,73.97,Low Risk
COM0521,68.0,76.8,62.5,67.3,69.09,Medium Risk
COM0522,55.2,22.9,44.9,99.8,41.0,Medium Risk
COM0523,79.5,83.6,69.4,84.7,77.49,Low Risk
COM0524,85.5,77.7,80.6,100.0,81.28,Low Risk
COM0525,68.9,84.8,69.5,81.5,74.39,Medium Risk
COM0526,49.5,64.8,50.7,77.6,54.99,Medium Risk
COM0527,83.2,85.5,95.5,70.9,88.05,Low Risk
COM0528,49.0,61.2,48.4,92.5,52.89,Medium Risk
COM0529,66.5,70.3,63.0,96.6,66.63,Low Risk
COM0530,65.2,60.4,31.9,90.8,52.5,Low Risk
COM0531,52.5,74.1,70.5,76.6,65.71,Medium Risk
COM0532,84.9,51.0,65.7,78.6,67.2,Medium Risk
COM0533,44.9,28.6,67.9,70.8,47.1,High Risk
COM0534,65.5,69.0,67.9,70.5,67.47,Medium Risk
COM0535,52.7,52.8,43.3,66.4,49.58,Medium Risk
COM0536,68.0,54.9,62.0,77.0,61.64,High Risk
COM0537,71.7,63.6,68.2,78.9,67.83,Low Risk
COM0538,62.6,89.4,81.2,100.0,77.73,Low Risk
COM0539,61.3,48.0,46.2,63.3,51.84,High Risk
COM0540,52.0,68.2,81.2,67.5,67.14,Medium Risk
COM0541,52.1,76.5,74.4,77.7,67.67,Low Risk
COM0542,82.4,66.0,60.1,85.4,69.48,Low Risk
COM0543,55.9,66.1,63.8,70.1,61.97,Medium Risk
COM0544,72.4,76.2,78.4,73.7,75.68,Low Risk
COM0545,96.7,94.1,77.1,73.6,89.32,Low Risk
COM0546,72.7,76.0,91.6,99.0,80.1,Low Risk
COM0547,51.4,65.1,64.6,71.4,60.34,High Risk
COM0548,70.6,83.6,62.0,92.1,72.04,Low Risk
COM0549,58.9,69.1,41.1,85.0,56.35,Medium Risk
COM0550,81.1,44.2,77.7,57.4,67.67,High Risk
COM0551,76.2,63.6,67.7,67.6,69.15,Medium Risk
COM0552,42.1,44.0,59.5,85.1,48.53,High Risk
COM0553,85.9,80.9,73.8,72.9,80.2,Low Risk
COM0554,72.1,78.1,52.9,65.1,67.72,Medium Risk
COM0555,54.4,66.3,63.9,82.7,61.52,Low Risk
COM0556,64.6,52.8,59.5,47.5,58.96,High Risk
COM0557,71.6,72.8,63.9,78.1,69.43,Medium Risk
COM0558,74.4,69.8,100.0,83.4,81.42,Medium Risk
COM0559,75.1,83.0,79.2,49.2,79.08,Medium Risk
COM0560,55.3,86.0,73.1,77.4,71.46,Low Risk
COM0561,78.3,72.8,89.5,82.0,80.22,Low Risk
COM0562,36.7,56.9,60.4,76.0,51.31,Medium Risk
COM0563,76.0,91.2,69.2,71.3,78.8,Medium Risk
COM0564,69.4,66.5,56.3,68.9,64.09,High Risk
COM0565,75.7,65.1,61.5,76.7,67.46,Medium Risk
COM0566,63.0,67.5,42.3,100.0,57.6,Medium Risk
COM0567,93.0,73.5,87.3,84.6,84.58,Low Risk
COM0568,55.4,60.8,39.7,77.7,51.95,High Risk
COM0569,85.2,95.7,100.0,74.2,93.62,Low Risk
COM0570,65.1,60.3,72.7,69.5,66.01,High Risk
COM0571,53.3,53.6,52.1,93.1,53.0,Medium Risk
COM0572,53.9,74.6,66.8,70.8,65.11,Low Risk
COM0573,93.3,81.9,89.3,57.4,88.16,Medium Risk
COM0574,71.7,64.4,73.8,81.2,69.97,Medium Risk
COM0575,55.8,44.0,38.0,74.4,45.91,High Risk
COM0576,64.0,36.8,35.8,67.4,45.52,High Risk
COM0577,72.6,67.9,84.0,92.4,74.82,Low Risk
COM0578,36.0,52.9,31.9,77.7,40.25,High Risk
COM0579,18.4,57.3,25.9,85.4,33.87,High Risk
COM0580,75.8,85.8,81.9,98.1,81.18,Low Risk
COM0581,82.1,58.8,76.8,81.9,72.54,Medium Risk
COM0582,45.8,55.1,48.2,81.1,49.7,High Risk
COM0583,49.9,69.6,56.5,56.7,58.69,Medium Risk
COM0584,46.1,66.9,44.6,81.3,52.53,High Risk
COM0585,79.4,75.9,81.0,79.6,78.79,Medium Risk
COM0586,75.6,59.4,72.8,98.5,69.28,Medium Risk
COM0587,52.9,68.4,61.5,100.0,60.97,Low Risk
COM0588,49.9,61.9,50.0,60.4,53.95,High Risk
COM0589,69.9,58.2,37.0,71.7,55.04,Medium Risk
COM0590,48.1,45.4,53.5,64.9,49.02,High Risk
COM0591,39.1,55.8,27.2,85.5,40.71,High Risk
COM0592,90.5,71.6,74.9,82.1,78.98,Low Risk
COM0593,52.9,62.9,73.7,76.4,63.21,Low Risk
COM0594,60.9,75.2,45.4,64.6,60.51,High Risk
COM0595,49.3,48.8,47.2,79.1,48.45,High Risk
COM0596,72.2,54.2,75.9,93.5,67.43,Medium Risk
COM0597,51.8,59.7,62.7,91.1,58.06,Low Risk
COM0598,65.1,66.1,54.4,85.7,61.89,Medium Risk
COM0599,98.6,100.0,84.1,80.5,94.25,Low Risk
COM0600,73.6,67.5,87.0,72.6,76.05,Medium Risk
COM0601,82.0,90.3,85.7,92.6,85.99,Low Risk
COM0602,90.7,79.5,73.9,97.9,81.37,Medium Risk
COM0603,50.2,71.4,50.3,84.5,57.31,Medium Risk
COM0604,80.8,68.9,81.9,75.4,77.21,Low Risk
COM0605,79.4,81.7,64.7,100.0,75.25,Low Risk
COM0606,55.3,61.4,56.2,90.2,57.61,Medium Risk
COM0607,73.3,74.5,63.9,84.3,70.57,Medium Risk
COM0608,81.6,89.7,100.0,81.0,90.44,Low Risk
COM0609,69.0,62.2,77.2,65.1,69.48,Medium Risk
COM0610,61.0,78.1,51.9,100.0,63.65,Low Risk
COM0611,32.9,29.3,40.9,62.0,34.38,High Risk
COM0612,45.8,45.9,31.0,66.7,40.91,High Risk
COM0613,86.3,85.0,87.0,82.0,86.08,Low Risk
COM0614,54.2,56.5,69.4,72.0,60.07,Medium Risk
COM0615,64.8,61.6,49.4,80.9,58.58,High Risk
COM0616,76.1,72.4,74.0,83.6,74.16,Low Risk
COM0617,36.1,33.0,61.3,70.0,43.51,High Risk
COM0618,65.8,56.4,74.4,78.4,65.54,Low Risk
COM0619,44.6,40.5,51.7,87.4,45.63,Medium Risk
COM0620,34.4,61.4,48.6,78.0,48.14,Medium Risk
COM0621,19.2,65.0,29.4,100.0,37.84,High Risk
COM0622,41.0,15.0,52.7,56.2,36.22,High Risk
COM0623,84.7,89.3,93.4,100.0,89.15,Low Risk
COM0624,39.8,61.5,52.6,86.3,51.28,Medium Risk
COM0625,81.8,61.4,73.3,91.2,72.18,Low Risk
COM0626,84.3,83.1,78.0,74.1,81.79,Low Risk
COM0627,57.3,78.7,72.5,69.0,69.5,Medium Risk
COM0628,70.9,63.3,70.6,67.0,68.28,Medium Risk
COM0629,82.2,52.6,79.9,69.8,71.54,Medium Risk
COM0630,68.6,31.4,57.3,82.4,52.41,Medium Risk
COM0631,99.7,97.5,100.0,93.3,99.06,Low Risk
COM0632,86.7,98.8,93.9,67.0,93.11,Low Risk
COM0633,83.1,100.0,82.9,84.2,88.65,Low Risk
COM0634,32.5,38.6,15.0,75.4,28.69,High Risk
COM0635,58.5,43.4,54.5,59.5,52.15,High Risk
COM0636,62.3,90.1,89.6,100.0,80.68,Low Risk
COM0637,59.0,64.0,55.9,72.4,59.64,High Risk
COM0638,20.9,45.3,37.0,66.2,34.42,High Risk
COM0639,42.0,49.8,41.6,83.0,44.47,Medium Risk
COM0640,80.3,77.0,88.2,55.2,81.84,Medium Risk
COM0641,50.7,72.2,51.1,80.8,58.0,High Risk
COM0642,53.2,63.4,33.9,76.4,50.15,High Risk
COM0643,40.3,50.8,56.4,87.1,49.15,Medium Risk
COM0644,62.9,60.3,58.7,81.5,60.63,Medium Risk
COM0645,57.8,25.5,27.5,75.6,36.93,High Risk
COM0646,80.9,70.4,90.8,76.8,80.68,Medium Risk
COM0647,42.8,43.4,61.0,59.4,49.05,High Risk
COM0648,40.4,49.0,60.9,72.5,50.11,High Risk
COM0649,84.6,89.3,97.9,94.9,90.6,Low Risk
COM0650,68.0,68.0,75.9,84.1,70.63,Low Risk
COM0651,67.2,79.9,67.5,86.8,71.53,Medium Risk
COM0652,69.4,74.2,58.9,83.3,67.52,Medium Risk
COM0653,95.1,90.8,93.3,91.8,93.1,Low Risk
COM0654,79.5,96.9,66.8,78.0,81.06,Medium Risk
COM0655,70.3,87.7,65.1,64.4,74.36,Medium Risk
COM0656,60.4,55.6,51.2,74.8,55.71,Medium Risk
COM0657,70.0,61.8,78.2,73.2,69.98,Low Risk
COM0658,66.7,64.9,44.8,69.5,58.8,High Risk
COM0659,53.7,68.2,44.1,67.6,55.35,Medium Risk
COM0660,74.0,55.3,69.8,80.8,66.4,High Risk
COM0661,47.8,76.2,53.7,100.0,59.24,Low Risk
COM0662,65.7,84.4,73.5,80.4,74.55,Medium Risk
COM0663,47.1,70.1,60.4,80.7,59.18,Medium Risk
COM0664,53.5,80.6,70.5,66.6,68.19,High Risk
COM0665,60.6,85.0,54.8,69.6,66.79,High Risk
COM0666,52.0,66.5,65.8,51.2,61.43,High Risk
COM0667,52.4,74.8,77.2,68.7,68.11,Medium Risk
COM0668,52.1,55.3,55.5,79.1,54.28,Medium Risk
COM0669,33.6,33.2,50.4,56.0,39.07,High Risk
COM0670,94.7,75.4,75.9,87.9,82.01,Low Risk
COM0671,73.2,76.2,65.2,71.9,71.53,Low Risk
COM0672,52.0,51.9,31.1,67.0,44.99,High Risk
COM0673,71.7,57.5,74.5,91.7,67.91,Low Risk
COM0674,68.3,61.6,68.8,92.3,66.21,Low Risk
COM0675,61.6,60.4,23.9,67.8,48.65,High Risk
COM0676,67.4,67.8,86.3,68.1,73.81,Medium Risk
COM0677,81.7,71.1,87.5,74.7,80.09,Medium Risk
COM0678,76.8,70.7,49.0,75.0,65.48,Low Risk
COM0679,57.8,78.2,55.2,100.0,63.72,Medium Risk
COM0680,73.8,93.4,70.1,67.2,79.09,Low Risk
COM0681,34.7,69.1,82.4,100.0,62.06,Low Risk
COM0682,41.3,58.8,66.2,83.2,55.44,High Risk
COM0683,83.1,80.8,64.2,96.3,76.07,Low Risk
COM0684,87.5,85.6,76.2,93.1,83.11,Low Risk
COM0685,43.2,53.7,62.9,90.9,53.27,Medium Risk
COM0686,68.6,90.1,58.7,95.9,72.47,Low Risk
COM0687,84.7,40.8,63.4,83.9,62.97,Low Risk
COM0688,70.3,67.8,64.7,80.7,67.61,High Risk
COM0689,50.9,56.8,47.8,67.5,51.84,High Risk
COM0690,60.5,43.1,59.8,76.1,54.5,High Risk
COM0691,19.9,18.6,24.9,83.5,21.11,High Risk
COM0692,41.1,61.9,37.2,79.6,46.74,Medium Risk
COM0693,64.3,61.7,60.0,78.5,62.0,Medium Risk
COM0694,20.8,61.9,35.7,89.8,39.45,Medium Risk
COM0695,47.6,59.2,40.9,68.1,49.23,High Risk
COM0696,42.5,32.1,38.8,66.8,37.78,High Risk
COM0697,58.9,38.5,64.7,79.8,54.04,Medium Risk
COM0698,86.7,87.2,69.5,60.7,81.12,High Risk
COM0699,65.7,76.6,55.9,74.9,66.06,Low Risk
COM0700,41.8,65.5,66.9,71.2,58.07,High Risk
COM0701,64.6,87.1,84.8,75.6,78.86,Low Risk
COM0702,59.4,60.5,55.2,67.2,58.34,Medium Risk
COM0703,53.3,76.0,61.8,81.5,63.68,Low Risk
COM0704,64.8,72.9,62.9,58.9,66.85,High Risk
COM0705,87.5,56.8,79.4,85.1,74.57,Medium Risk
COM0706,68.8,55.5,73.4,81.3,65.9,Low Risk
COM0707,44.3,80.1,52.3,73.4,58.92,High Risk
COM0708,51.7,72.7,63.8,60.8,62.75,High Risk
COM0709,93.7,61.4,68.9,61.4,74.67,High Risk
COM0710,84.4,58.4,71.2,98.5,71.33,Low Risk
COM0711,82.9,75.4,80.4,71.7,79.57,Low Risk
COM0712,36.4,45.2,79.2,89.0,53.59,Medium Risk
COM0713,82.7,71.7,73.2,61.1,75.86,Medium Risk
COM0714,72.7,67.8,65.2,66.2,68.54,High Risk
COM0715,53.1,57.3,43.7,76.1,51.37,High Risk
COM0716,65.4,83.5,56.4,77.8,68.42,Low Risk
COM0717,52.2,80.0,49.0,79.0,60.42,High Risk
COM0718,60.7,64.4,72.7,79.0,65.97,Medium Risk
COM0719,44.3,45.8,63.5,74.4,51.19,Medium Risk
COM0720,81.2,76.0,68.4,97.7,75.19,Low Risk
COM0721,85.5,93.2,70.5,82.4,83.04,Medium Risk
COM0722,68.9,67.6,63.4,67.8,66.65,Medium Risk
COM0723,54.6,66.5,38.8,79.2,53.3,High Risk
COM0724,55.1,47.6,43.3,85.1,48.68,Medium Risk
COM0725,95.4,74.7,53.6,84.5,74.57,Low Risk
COM0726,80.1,60.2,85.0,78.8,75.12,Low Risk
COM0727,66.3,63.0,78.2,89.5,69.13,Low Risk
COM0728,86.0,80.9,59.2,63.2,75.38,Medium Risk
COM0729,66.7,75.2,72.8,61.7,71.54,High Risk
COM0730,62.9,69.7,52.4,54.3,61.68,High Risk
COM0731,53.1,43.1,49.4,66.4,48.52,High Risk
COM0732,62.3,54.8,60.0,81.6,59.05,Medium Risk
COM0733,53.8,45.6,62.1,60.5,53.86,High Risk
COM0734,96.9,92.5,89.0,93.9,92.81,Low Risk
COM0735,53.7,74.3,84.9,69.2,70.98,High Risk
COM0736,62.2,74.0,59.4,78.7,65.17,Medium Risk
COM0737,67.1,75.4,46.4,50.5,62.97,High Risk
COM0738,56.1,75.9,78.0,83.3,69.99,Low Risk
COM0739,55.4,76.7,58.0,87.2,63.37,Medium Risk
COM0740,71.5,67.9,83.7,83.0,74.37,Medium Risk
COM0741,76.5,52.0,43.9,68.5,57.46,Medium Risk
COM0742,67.5,62.4,55.9,70.4,61.94,High Risk
COM0743,63.3,51.9,40.2,68.1,51.79,Low Risk
COM0744,63.3,57.6,55.8,85.0,58.88,Medium Risk
COM0745,55.5,60.9,61.0,77.4,59.13,Medium Risk
COM0746,41.7,57.1,58.3,73.5,52.37,High Risk
COM0747,41.9,45.9,52.7,88.4,46.84,High Risk
COM0748,75.0,56.6,75.6,64.3,69.08,High Risk
COM0749,79.4,78.1,67.1,68.8,74.87,Medium Risk
COM0750,46.8,46.8,69.2,72.1,54.29,High Risk
COM0751,68.6,59.9,77.7,93.3,68.72,Low Risk
COM0752,72.3,51.4,54.5,85.7,59.43,Medium Risk
COM0753,60.4,56.6,57.4,57.4,58.14,Medium Risk
COM0754,61.4,62.3,43.2,73.6,55.63,Medium Risk
COM0755,42.0,58.9,52.3,83.9,51.06,Medium Risk
COM0756,73.5,72.9,59.7,85.7,68.68,Low Risk
COM0757,38.9,53.7,33.7,78.1,42.1,Medium Risk
COM0758,74.2,85.7,37.6,80.4,65.82,Low Risk
COM0759,49.3,67.4,53.2,72.2,56.61,Low Risk
COM0760,60.3,68.9,74.4,86.2,67.88,Low Risk
COM0761,47.5,73.4,62.5,62.7,61.18,High Risk
COM0762,98.1,89.5,86.5,81.8,91.37,Low Risk
COM0763,56.5,53.5,46.7,70.3,52.24,High Risk
COM0764,83.6,67.4,60.1,75.4,70.37,Medium Risk
COM0765,30.5,15.0,24.7,62.9,23.4,High Risk
COM0766,98.4,93.8,96.2,96.0,96.16,Low Risk
COM0767,39.7,43.1,37.1,65.6,39.99,High Risk
COM0768,100.0,91.1,100.0,73.2,97.05,Low Risk
COM0769,78.1,90.6,82.5,94.8,83.73,Low Risk
COM0770,80.5,78.9,90.9,82.8,83.44,Low Risk
COM0771,86.2,70.7,75.0,98.5,77.31,Low Risk
COM0772,56.9,50.8,51.0,62.7,52.9,High Risk
COM0773,62.0,53.6,85.8,91.9,67.11,Low Risk
COM0774,37.8,61.7,56.0,66.4,51.81,High Risk
COM0775,65.5,70.0,76.9,73.7,70.77,High Risk
COM0776,71.5,87.3,55.3,100.0,71.35,Low Risk
COM0777,61.2,66.6,50.1,58.1,59.33,Medium Risk
COM0778,72.7,62.9,78.7,79.2,71.41,Low Risk
COM0779,75.6,41.9,47.9,77.2,55.13,High Risk
COM0780,55.6,75.5,56.0,74.7,62.39,Medium Risk
COM0781,68.1,75.0,58.7,65.9,67.29,Medium Risk
COM0782,74.0,45.0,73.0,97.7,64.01,Medium Risk
COM0783,60.5,53.1,58.0,80.4,57.23,Medium Risk
COM0784,95.8,63.6,91.6,83.7,83.63,Medium Risk
COM0785,69.6,54.2,63.1,82.1,62.3,High Risk
COM0786,64.2,80.2,47.1,78.3,63.8,Medium Risk
COM0787,79.1,98.1,63.9,69.3,80.38,Low Risk
COM0788,81.5,65.6,79.6,78.4,75.57,Low Risk
COM0789,40.1,39.2,44.9,79.7,41.39,High Risk
COM0790,69.9,60.1,76.9,55.0,68.97,Medium Risk
COM0791,57.3,76.4,76.2,75.6,69.97,High Risk
COM0792,49.9,32.6,45.5,63.9,42.68,High Risk
COM0793,91.0,74.7,85.9,83.0,83.86,Low Risk
COM0794,100.0,80.8,94.0,86.7,91.6,Low Risk
COM0795,60.8,73.8,41.5,86.2,58.69,Medium Risk
COM0796,30.7,52.7,48.8,76.8,44.06,Medium Risk
COM0797,93.4,58.1,73.6,66.7,75.01,High Risk
COM0798,47.7,45.9,49.1,81.2,47.56,Medium Risk
COM0799,63.7,62.9,85.6,48.0,70.75,Medium Risk
COM0800,63.9,42.5,50.2,60.6,52.2,High Risk
COM0801,100.0,74.4,76.0,67.1,83.48,Low Risk
COM0802,47.9,60.0,29.8,76.3,45.88,Medium Risk
COM0803,54.4,52.0,51.9,57.9,52.77,High Risk
COM0804,89.4,67.7,89.1,84.6,82.06,Low Risk
COM0805,50.7,76.5,69.0,96.0,65.39,Low Risk
COM0806,62.6,75.6,50.3,87.9,62.82,Low Risk
COM0807,94.6,58.9,88.5,64.8,80.71,Medium Risk
COM0808,56.3,57.4,44.4,76.2,52.7,High Risk
COM0809,41.5,48.0,47.2,76.1,45.58,High Risk
COM0810,38.7,56.5,36.2,76.6,43.81,High Risk
COM0811,86.1,72.4,77.4,81.4,78.64,High Risk
COM0812,46.7,64.9,66.0,52.3,59.2,High Risk
COM0813,82.9,77.3,85.3,68.3,81.83,Medium Risk
COM0814,91.5,55.7,86.1,84.4,77.78,Low Risk
COM0815,71.4,75.3,54.1,78.6,66.96,High Risk
COM0816,44.4,57.7,30.8,94.2,44.31,Medium Risk
COM0817,100.0,92.3,100.0,80.8,97.44,Low Risk
COM0818,85.6,75.1,93.3,71.6,84.68,Medium Risk
COM0819,63.4,76.1,70.9,77.7,70.12,Medium Risk
COM0820,69.1,58.0,70.7,58.5,65.96,Medium Risk
COM0821,56.1,59.0,19.9,66.6,44.99,High Risk
COM0822,40.4,89.2,56.6,69.5,62.07,High Risk
COM0823,94.6,84.0,82.0,83.8,86.89,Medium Risk
COM0824,84.9,77.7,69.0,88.0,77.22,Low Risk
COM0825,61.9,56.9,58.1,79.0,58.97,Medium Risk
COM0826,44.5,24.4,45.6,75.2,38.17,High Risk
COM0827,64.2,80.8,52.1,79.2,65.68,High Risk
COM0828,61.4,56.3,59.3,75.8,58.97,Medium Risk
COM0829,100.0,100.0,90.3,90.4,96.76,Low Risk
COM0830,71.2,82.4,72.2,83.1,75.26,Low Risk
COM0831,52.8,50.7,55.2,97.3,52.91,High Risk
COM0832,53.3,52.7,64.8,79.8,56.92,Medium Risk
COM0833,69.0,96.2,82.2,78.2,82.5,Low Risk
COM0834,40.3,39.0,45.5,56.1,41.62,High Risk
COM0835,70.1,73.2,73.3,80.9,72.21,Medium Risk
COM0836,91.3,68.6,53.6,62.6,71.15,High Risk
COM0837,71.2,66.9,71.0,80.8,69.71,Medium Risk
COM0838,55.1,60.6,33.5,67.7,49.73,High Risk
COM0839,49.3,66.0,53.5,86.5,56.27,High Risk
COM0840,40.2,60.2,51.3,82.8,50.6,Medium Risk
COM0841,72.4,80.0,75.5,85.8,75.97,Low Risk
COM0842,74.2,90.8,92.0,86.4,85.66,Low Risk
COM0843,50.6,61.1,40.4,57.3,50.69,High Risk
COM0844,100.0,100.0,76.7,86.9,92.23,Low Risk
COM0845,83.7,74.3,78.0,73.7,78.66,Low Risk
COM0846,22.7,52.8,38.9,82.0,38.13,High Risk
COM0847,54.3,43.6,25.8,71.7,41.22,High Risk
COM0848,55.1,77.3,56.4,98.1,62.95,Low Risk
COM0849,100.0,85.1,92.6,76.3,92.56,Low Risk
COM0850,63.6,81.1,59.4,58.6,67.99,High Risk
COM0851,100.0,100.0,81.2,89.4,93.73,Low Risk
COM0852,69.1,85.7,60.0,100.0,71.61,Low Risk
COM0853,46.4,75.7,61.0,80.5,61.02,Medium Risk
COM0854,55.7,47.0,56.4,90.3,53.02,Low Risk
COM0855,54.3,78.0,66.5,89.5,66.3,Low Risk
COM0856,63.2,59.1,64.2,80.6,62.14,Low Risk
COM0857,61.8,58.9,78.2,48.0,66.3,High Risk
COM0858,84.3,97.0,74.1,77.3,85.17,Low Risk
COM0859,53.4,62.5,52.9,89.9,56.26,Low Risk
COM0860,89.1,96.4,86.4,75.9,90.67,Medium Risk
COM0861,39.3,64.9,53.4,66.3,52.55,High Risk
COM0862,90.8,87.3,96.7,68.8,91.61,Medium Risk
COM0863,63.5,56.5,72.6,50.7,64.21,High Risk
COM0864,69.5,77.0,81.0,85.3,75.83,Medium Risk
COM0865,74.8,76.8,52.4,85.5,68.0,Low Risk
COM0866,54.6,32.8,48.0,76.0,45.15,High Risk
COM0867,61.3,66.7,64.5,78.0,64.16,Low Risk
COM0868,99.4,81.6,94.5,79.5,91.8,Medium Risk
COM0869,51.4,38.9,64.2,73.3,51.52,High Risk
COM0870,70.2,74.3,39.8,93.8,61.43,Medium Risk
COM0871,79.6,86.1,84.0,99.9,83.23,Low Risk
COM0872,55.1,56.1,67.3,63.1,59.52,High Risk
COM0873,79.0,51.7,76.6,76.3,69.1,Medium Risk
COM0874,72.2,68.8,69.4,68.8,70.13,High Risk
COM0875,64.2,41.2,73.2,67.6,59.53,High Risk
COM0876,56.3,56.8,41.4,69.9,51.51,High Risk
COM0877,20.3,54.8,38.5,54.6,37.87,High Risk
COM0878,68.0,29.0,65.6,66.7,54.18,High Risk
COM0879,63.1,63.2,66.8,68.2,64.36,Medium Risk
COM0880,89.4,95.7,89.5,93.7,91.51,Low Risk
COM0881,68.3,65.1,68.9,68.1,67.43,Medium Risk
COM0882,87.6,79.7,75.6,80.3,80.96,Low Risk
COM0883,90.1,97.0,63.5,85.5,83.56,Low Risk
COM0884,60.3,70.0,67.6,85.1,65.98,Low Risk
COM0885,58.7,74.7,53.0,78.8,62.13,Medium Risk
COM0886,65.8,73.8,48.2,79.3,62.64,Medium Risk
COM0887,63.2,77.1,66.2,100.0,68.84,Low Risk
COM0888,68.1,81.4,67.4,50.4,72.32,Medium Risk
COM0889,35.1,62.6,26.7,57.5,41.49,High Risk
COM0890,88.0,54.6,69.5,75.7,70.7,Medium Risk
COM0891,81.1,72.8,80.7,79.2,78.21,Medium Risk
COM0892,50.0,53.0,53.4,62.5,52.14,High Risk
COM0893,62.0,49.0,39.0,71.8,49.98,Medium Risk
COM0894,43.4,70.5,64.1,72.3,59.34,High Risk
COM0895,94.6,85.0,89.5,100.0,89.71,Low Risk
